sentence,class
Locate any drugs which are currently being taken.,find_all_active_medications
Retrieve all medicines being taken currently.,find_all_active_medications
Look up which medications are live right now.,find_all_active_medications
Unearth every active medication currently.,find_all_active_medications
Inventory all drugs presently active.,find_all_active_medications
Examine all medications that are live.,find_all_active_medications
List all active medicines in use.,find_all_active_medications
Ascertain all medications currently operative.,find_all_active_medications
Investigate which medications are actively being consumed.,find_all_active_medications
Establish which drugs are currently being utilized.,find_all_active_medications
Fathom any medicines currently taken.,find_all_active_medications
Uncover any drugs currently in play.,find_all_active_medications
Locate every medication presently engaged.,find_all_active_medications
Ascertain which medications are buzzing.,find_all_active_medications
Glom onto all drugs currently live.,find_all_active_medications
Determine any drugs presently active.,find_all_active_medications
Trace every medication that is currently active.,find_all_active_medications
Divulge any drugs that are currently employed.,find_all_active_medications
Find all medications currently extant.,find_all_active_medications
Trace down all medicines active right now.,find_all_active_medications
Reveal all drugs live at present.,find_all_active_medications
Recognize which medications are operational.,find_all_active_medications
Unearth any drugs presently active.,find_all_active_medications
Contrive all medicines currently current.,find_all_active_medications
Surveil all medicines currently in use.,find_all_active_medications
Track down all medicines that are current.,find_all_active_medications
Estimate which medications are live.,find_all_active_medications
Reckon any medications presently being taken.,find_all_active_medications
Scout out any medications that are currently in effect.,find_all_active_medications
Observe all drugs currently live.,find_all_active_medications
Keep tabs on all medications being utilized.,find_all_active_medications
View all medications presently in progress.,find_all_active_medications
Research every medication that's currently live.,find_all_active_medications
Search for any medications engaged right now.,find_all_active_medications
Uncover any drugs currently in action.,find_all_active_medications
Find any medications that are live.,find_all_active_medications
Scope out any medicines currently active.,find_all_active_medications
Spot any drugs currently on the go.,find_all_active_medications
Notice any medications presently in the offing.,find_all_active_medications
Contemplate any medications presently employed.,find_all_active_medications
Snoop out any drugs that are active right now.,find_all_active_medications
Scrutinize which medications are actively being taken.,find_all_active_medications
Ascertain any medicines currently alive.,find_all_active_medications
Analyze all drugs currently operational.,find_all_active_medications
Dig up any medicines that are current.,find_all_active_medications
Knock up which drugs are presently active.,find_all_active_medications
Examine any medications presently in the works.,find_all_active_medications
Spy on any medications that are functioning.,find_all_active_medications
Stalk all drugs that are presently on the go.,find_all_active_medications
Take in any drugs live at present.,find_all_active_medications
Seek any drugs that are active currently.,find_all_active_medications
Estimate any medications currently on the go.,find_all_active_medications
Make a search of any drugs currently effective.,find_all_active_medications
Figure out which medications are currently be employed.,find_all_active_medications
Track which medications are presently operational.,find_all_active_medications
Ascertain which drugs are current.,find_all_active_medications
Detect any drugs presently employed.,find_all_active_medications
Scan any medications that are alive right now.,find_all_active_medications
Keep an eye out for any medications active presently.,find_all_active_medications
Find out the medications currently active.,find_all_active_medications
Run down the drugs presently used.,find_all_active_medications
Look into any chemicals currently in effect.,find_all_active_medications
Observe which drugs are in use.,find_all_active_medications
Analyze any medications that are live currently.,find_all_active_medications
Check up on any drugs currently functioning.,find_all_active_medications
Survey every medication that is currently on the go.,find_all_active_medications
Note any drugs currently employed.,find_all_active_medications
Snoop for any medications that are functioning.,find_all_active_medications
Hunt for any medications presently active.,find_all_active_medications
Collect any medications that are existent currently.,find_all_active_medications
Glom onto the drugs currently taken.,find_all_active_medications
Possess any medications currently in play.,find_all_active_medications
Work out any medications that are effective.,find_all_active_medications
Take note of any medicines presently taken.,find_all_active_medications
Determine any chemics that are currently in work.,find_all_active_medications
Discern any medications presently being absorbed.,find_all_active_medications
Investigate every medication presently in action.,find_all_active_medications
Retrieve any medications that are buzzing.,find_all_active_medications
Lock onto any drugs operated now.,find_all_active_medications
Investigate into the drugs that are currently taken.,find_all_active_medications
Cogitate any medications currently active.,find_all_active_medications
Snap up the medications that are live.,find_all_active_medications
Research any drugs that are presently alive.,find_all_active_medications
Explore any medications currently being utilized.,find_all_active_medications
Focus on any drugs current at present.,find_all_active_medications
Scan any medications that are currently in effect.,find_all_active_medications
Glance into the medications currently in action.,find_all_active_medications
Detain any drugs presently in operation.,find_all_active_medications
Hunt down the drugs presently functioning.,find_all_active_medications
Note any medications that are currently in use.,find_all_active_medications
Take notice of any medications active now.,find_all_active_medications
Chalk up any medications currently employed.,find_all_active_medications
Review the medications presently in action.,find_all_active_medications
Scan any medications engaged now.,find_all_active_medications
Move in on the medications presently current.,find_all_active_medications
Pin down the drugs presently being taken.,find_all_active_medications
Discover all medications which are currently active.,find_all_active_medications
Uncover all medications that are currently in effect.,find_all_active_medications
Locate any drugs which are currently being taken.,find_all_active_medications
Retrieve all medicines being taken currently.,find_all_active_medications
Look up which medications are live right now.,find_all_active_medications
Unearth every active medication currently.,find_all_active_medications
Inventory all drugs presently active.,find_all_active_medications
Examine all medications that are live.,find_all_active_medications
List all active medicines in use.,find_all_active_medications
Ascertain all medications currently operative.,find_all_active_medications
Investigate which medications are actively being consumed.,find_all_active_medications
Establish which drugs are currently being utilized.,find_all_active_medications
Fathom any medicines currently taken.,find_all_active_medications
Uncover any drugs currently in play.,find_all_active_medications
Locate every medication presently engaged.,find_all_active_medications
Ascertain which medications are buzzing.,find_all_active_medications
Glom onto all drugs currently live.,find_all_active_medications
Determine any drugs presently active.,find_all_active_medications
Trace every medication that is currently active.,find_all_active_medications
Divulge any drugs that are currently employed.,find_all_active_medications
Find all medications currently extant.,find_all_active_medications
Trace down all medicines active right now.,find_all_active_medications
Reveal all drugs live at present.,find_all_active_medications
Recognize which medications are operational.,find_all_active_medications
Unearth any drugs presently active.,find_all_active_medications
Contrive all medicines currently current.,find_all_active_medications
Surveil all medicines currently in use.,find_all_active_medications
Track down all medicines that are current.,find_all_active_medications
Estimate which medications are live.,find_all_active_medications
Reckon any medications presently being taken.,find_all_active_medications
Scout out any medications that are currently in effect.,find_all_active_medications
Observe all drugs currently live.,find_all_active_medications
Keep tabs on all medications being utilized.,find_all_active_medications
View all medications presently in progress.,find_all_active_medications
Research every medication that's currently live.,find_all_active_medications
Search for any medications engaged right now.,find_all_active_medications
Uncover any drugs currently in action.,find_all_active_medications
Find any medications that are live.,find_all_active_medications
Scope out any medicines currently active.,find_all_active_medications
Spot any drugs currently on the go.,find_all_active_medications
Notice any medications presently in the offing.,find_all_active_medications
Contemplate any medications presently employed.,find_all_active_medications
Snoop out any drugs that are active right now.,find_all_active_medications
Scrutinize which medications are actively being taken.,find_all_active_medications
Ascertain any medicines currently alive.,find_all_active_medications
Analyze all drugs currently operational.,find_all_active_medications
Dig up any medicines that are current.,find_all_active_medications
Knock up which drugs are presently active.,find_all_active_medications
Examine any medications presently in the works.,find_all_active_medications
Spy on any medications that are functioning.,find_all_active_medications
Stalk all drugs that are presently on the go.,find_all_active_medications
Take in any drugs live at present.,find_all_active_medications
Seek any drugs that are active currently.,find_all_active_medications
Estimate any medications currently on the go.,find_all_active_medications
Make a search of any drugs currently effective.,find_all_active_medications
Figure out which medications are currently be employed.,find_all_active_medications
Track which medications are presently operational.,find_all_active_medications
Ascertain which drugs are current.,find_all_active_medications
Detect any drugs presently employed.,find_all_active_medications
Scan any medications that are alive right now.,find_all_active_medications
Keep an eye out for any medications active presently.,find_all_active_medications
Find out the medications currently active.,find_all_active_medications
Run down the drugs presently used.,find_all_active_medications
Look into any chemicals currently in effect.,find_all_active_medications
Observe which drugs are in use.,find_all_active_medications
Analyze any medications that are live currently.,find_all_active_medications
Check up on any drugs currently functioning.,find_all_active_medications
Survey every medication that is currently on the go.,find_all_active_medications
Note any drugs currently employed.,find_all_active_medications
Snoop for any medications that are functioning.,find_all_active_medications
Hunt for any medications presently active.,find_all_active_medications
Collect any medications that are existent currently.,find_all_active_medications
Glom onto the drugs currently taken.,find_all_active_medications
Possess any medications currently in play.,find_all_active_medications
Work out any medications that are effective.,find_all_active_medications
Take note of any medicines presently taken.,find_all_active_medications
Determine any chemics that are currently in work.,find_all_active_medications
Discern any medications presently being absorbed.,find_all_active_medications
Investigate every medication presently in action.,find_all_active_medications
Retrieve any medications that are buzzing.,find_all_active_medications
Lock onto any drugs operated now.,find_all_active_medications
Investigate into the drugs that are currently taken.,find_all_active_medications
Cogitate any medications currently active.,find_all_active_medications
Snap up the medications that are live.,find_all_active_medications
Research any drugs that are presently alive.,find_all_active_medications
Explore any medications currently being utilized.,find_all_active_medications
Focus on any drugs current at present.,find_all_active_medications
Scan any medications that are currently in effect.,find_all_active_medications
Glance into the medications currently in action.,find_all_active_medications
Detain any drugs presently in operation.,find_all_active_medications
Hunt down the drugs presently functioning.,find_all_active_medications
Note any medications that are currently in use.,find_all_active_medications
Take notice of any medications active now.,find_all_active_medications
Chalk up any medications currently employed.,find_all_active_medications
Review the medications presently in action.,find_all_active_medications
Scan any medications engaged now.,find_all_active_medications
Move in on the medications presently current.,find_all_active_medications
Pin down the drugs presently being taken.,find_all_active_medications
Unearth all current medications.,find_all_active_medications
Locate all presently taken meds.,find_all_active_medications
Unearth all active drugs.,find_all_active_medications
Track down all active medications.,find_all_active_medications
Unearth all active remedy.,find_all_active_medications
Identify all medications in use.,find_all_active_medications
Pinpoint all effective drugs.,find_all_active_medications
Scan for all in-use medications.,find_all_active_medications
Discover all active medicines,find_all_active_medications
Investigate all active meds.,find_all_active_medications
Scout for all medicine in use.,find_all_active_medications
Hunt for all active pharmaceuticals.,find_all_active_medications
Search out all current medications,find_all_active_medications
Forage for all medications in use.,find_all_active_medications
Suss out all workings meds.,find_all_active_medications
Find all medicines taken.,find_all_active_medications
Fetch all active drugs.,find_all_active_medications
Dig up all medications in use.,find_all_active_medications
Track all drugs currently taken.,find_all_active_medications
Pick up all meds employed.,find_all_active_medications
Spot all medicines taken.,find_all_active_medications
Pick out all employed pharmaceuticals.,find_all_active_medications
Uncover all presently used medicines.,find_all_active_medications
Locate all presently taken pharmaceuticals.,find_all_active_medications
Catch all drugs taken.,find_all_active_medications
Discover all meds accustomed.,find_all_active_medications
Scout for all active drugs.,find_all_active_medications
Pick up all medicines taken.,find_all_active_medications
Hunt for all working medications.,find_all_active_medications
Research all medicines accepted.,find_all_active_medications
Establish all working drugs.,find_all_active_medications
Track down all pharmaceuticals in use.,find_all_active_medications
Elevate all Cure active.,find_all_active_medications
To unearth all medicines taken.,find_all_active_medications
Collect all prescriptions taken.,find_all_active_medications
Trace all active treatments.,find_all_active_medications
Search all drugs employed.,find_all_active_medications
Apprehend all active medications.,find_all_active_medications
Unearth all drugs currently taken.,find_all_active_medications
Locate all medicines in action.,find_all_active_medications
Uncover all remedys in use.,find_all_active_medications
Detect all medicine taken.,find_all_active_medications
Spot all medicine in action.,find_all_active_medications
Trace all pharmaceutics in use.,find_all_active_medications
Search out all medications accepted.,find_all_active_medications
Study all pharmaceuticals currently taken.,find_all_active_medications
Review all remedies accepted.,find_all_active_medications
Apprehend all drugs taken.,find_all_active_medications
Pick out all treatments active.,find_all_active_medications
Look into all meds used.,find_all_active_medications
Scan for all pharmaceuticals employed.,find_all_active_medications
Track all medications utilized.,find_all_active_medications
Investigate all cure accepted.,find_all_active_medications
Establish all prescriptions currently taken.,find_all_active_medications
To pick out all medications active.,find_all_active_medications
Check up on all medicines taken.,find_all_active_medications
Pinpoint all meds accepted.,find_all_active_medications
Uncover all medications utilized.,find_all_active_medications
Scout for all drugs in action.,find_all_active_medications
Ascertain all medications acting.,find_all_active_medications
Search for all pharmaceuticals in use.,find_all_active_medications
Fish for all drugs taken.,find_all_active_medications
Discover all medications employed.,find_all_active_medications
Retrieve all medicines active.,find_all_active_medications
Research all drugs in use.,find_all_active_medications
Survey all medicine in action.,find_all_active_medications
Unearth all pharmacologic currently taken.,find_all_active_medications
Identify all drugs operating.,find_all_active_medications
Intuit all treatment taken.,find_all_active_medications
Hunt all meds taken.,find_all_active_medications
Find all medicines accepted.,find_all_active_medications
Fetch all pharmaceuticals in use.,find_all_active_medications
Sniff out all remedy in effect.,find_all_active_medications
To locate all medications working.,find_all_active_medications
Dig up all drugs active.,find_all_active_medications
Whiff for all medicines utilized.,find_all_active_medications
Pick up all treatments in effect.,find_all_active_medications
Ascertain all meds employed.,find_all_active_medications
Apprehend all pharmaceutics accepted.,find_all_active_medications
Search all medicines utilized.,find_all_active_medications
Check up on all remedies in use.,find_all_active_medications
Trace all prescriptions operational.,find_all_active_medications
To pick out all drugs in effect.,find_all_active_medications
Detect all drugs working.,find_all_active_medications
Look into allprescriptions accepted.,find_all_active_medications
Survey all treatments employed.,find_all_active_medications
Uncover all pharmaceuticals acting.,find_all_active_medications
Review all medications accepted.,find_all_active_medications
Fish for all drugs used.,find_all_active_medications
Check up on all medication operative.,find_all_active_medications
Pinpoint all medicine in action.,find_all_active_medications
Fetch all medicine acting.,find_all_active_medications
Collect all pharmaceutics accepted.,find_all_active_medications
Research all remedies utilized.,find_all_active_medications
Retrieve all drugs in effect.,find_all_active_medications
Establish all prescriptions active.,find_all_active_medications
Sniff out all medicines operating.,find_all_active_medications
Hunt for all pharmaceuticals accepted.,find_all_active_medications
Whiff for all cures in use.,find_all_active_medications
Intuit all drugs taken.,find_all_active_medications
